Age,Author,Author_Info,Binding,Brand,Dimensions (L X B X H),Edition,Editor,Exam,Group,Image,Imprint,ISBN_10,ISBN_13,Language,Model,Name,Pages,Price,Product_Code_1,Product_Code_2,Publication_Month,Publication_Year,Publisher,Series_Name,Type,Unique_Id,University,Weight_Gram
,,,Paperback,Harpercollins,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780062267177_44120/0x1920/70/0.jpg,,62267175,9780062267177,English,3987,Crush,389,554,9780062267177_44120,13559589,,2013,Harpercollins,,Bestseller Books,5552031c5711ecc0043120eb221dd82f,,500
,['Nora Roberts'],,Paperback,Penguin,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780425278147_21057/0x1920/70/0.jpg,Berkley,42527814,9780425278147,English,4116,Dance Upon The Air,352,550,9780425278147_21057,30214828,,2015,RANDOM CENTURY GROUP,,Bestseller Books,5998e4cbc8e6d1521d5bfc3caba4ae63,,500
,['Amanda Quick'],,Others,RANDOM CENTURY GROUP,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780553293173_44120/0x1920/70/0.jpg,Bantam,553293176,9780553293173,English,5835,Dangerous,,462,9780553293173_44120,10040250,,1993,CRC Press,,Bestseller Books,75672ad5e90654e12cc11a8a17ca1b26,,500
,['Mary Balogh'],,Others,Random House Publishing Group,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780440245445_44120/0x1920/70/0.jpg,Dell Books,440245443,97812,English,8095,Dark Angel/Lord Carew's Bride,,462,9780440245445_44120,13563119,,2010,Random House Publishing Group,,Bestseller Books,82d5d0a60eacf44e7020e6e9aceb7025,,500
,['Danielle Steel'],,Others,Dell,6.89 X 1.25 X 1.25 Inch,1,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780440240754_50156/0x1920/70/0.jpg,Dell,440240751,9780440240754,English,1758,Dating Game,464,399,9780440240754_50156,9895182,,2004,AVON BOOKS,,Bestseller Books,2f2f5a6bdc73a35a3774dbc7dd874482,,500
,['Lara Adrian'],,Others,Random House Publishing Group,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780440246114_44120/0x1920/70/0.jpg,Dell Books,440246113,9780440246114,English,8095,Deeper Than Midnight,,462,9780440246114_44120,10046278,,2011,CRC Press,,Bestseller Books,427c5d3a15c91f0258900f90a7956df2,,500
,['Amanda Quick'],,Others,RANDOM CENTURY GROUP,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780553561531_44120/0x1920/70/0.jpg,Bantam,553561537,9780553561531,English,5835,Desire,,462,9780553561531_44120,10040260,,1993,CRC Press,,Bestseller Books,9c17628cb27921e84f2c90573c5c8b31,,500
,['Nora Roberts'],,Others,Random House Publishing Group,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780553294903_44120/0x1920/70/0.jpg,Bantam,553294903,9780553294903,English,8095,Divine Evil,,462,9780553294903_44120,13651083,,1992,Random House Publishing Group,,Bestseller Books,f08459ef8ef1f29ad2ce833ed63086bc,,500
,['Suzanne Brockmann'],,Others,Random House,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780345543813_44120/0x1920/70/0.jpg,Ballantine Books,345543815,9780345543813,English,4244,Do Or Die,,462,9780345543813_44120,13663401,,2014,Random House,,Bestseller Books,8a7a949f9696bfcf4b0500b6a013b5d9,,500
,['Marie Ferrarella'],,Paperback,Harper Collins Publishers India,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9789351069737_225808/0x1920/70/0.jpg,Mills & Boon,9351069737,9789351069737,English,5789,Dr. Forget-Me-Not,224,150,9789351069737_225808,48755171,,2016,Harper Collins India,,Bestseller Books,3cd35d04c60227fafba234f4b79ad6be,,500
,,,Others,Books,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780062012029_44120/0x1920/70/0.jpg,,62012029,9780062012029,English,12961,Dreamless,488,554,9780062012029_44120,10047019,,2013,CRC Press,,Bestseller Books,a1618b986a1f7ab51b629e790512d13b,,500
,,,Paperback,Harpercollins,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780380772575_44120/0x1920/70/0.jpg,,380772574,9780380772575,English,3987,Enchanted,395,462,9780380772575_44120,13572673,,1994,Harpercollins,,Bestseller Books,e0db58ecb191f3d257a4bf64afd00455,,500
,['E L James'],,Paperback,Knopf Doubleday Publishing Group,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780345804044_44120/0x1920/70/0.jpg,,34580404,9780345804044,English,6999,Fifty Shades Trilogy: Fifty Shades Of Grey Fifty Shades Darker Fifty Shades Freed 3-Volume Boxed Set,1664,3115,9780345804044_44120,13560250,,2012,Knopf Doubleday Publishing Group,,Bestseller Books,ea2ae4b83fe404a688ace569a221de02,,500
,['Julie Garwood'],,Others,Random House Publishing Group,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780345500762_44120/0x1920/70/0.jpg,Ballantine Books,345500768,9780345500762,English,8095,Fire And Ice,,462,9780345500762_44120,13618440,,2009,Random House Publishing Group,,Bestseller Books,88725ff355991295a77bc83279d31ffb,,500
,['Iris Johansen'],,Others,Random House,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780553586497_44120/0x1920/70/0.jpg,Bantam,553586491,9780553586497,English,4244,Firestorm,,462,9780553586497_44120,10045614,,2005,CRC Press,,Bestseller Books,15f065b4c99f6e23a3c1cb80d1344d0c,,500
,['Colleen McCullough'],,Paperback,Avon,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780061582417_44120/0x1920/70/0.jpg,,61582417,9780061582417,English,6179,First Man In Rome,1123,1283,9780061582417_44120,13647140,,2008,Avon,,Bestseller Books,85e9720293996ce84f8098e11723539e,,500
,,,Others,Rupa,,1,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9788129104595_23843/0x1920/70/0.jpeg,,8129104598,9788129104595,English,3381,Five Point Someone,267,176,9788129104595_23843,6926506,,2010,Pan Macmillan,,Bestseller Books,8979f08110407cc58363ad9d34e05e06,,270
,['Jude Deveraux'],,Others,Random House Publishing Group,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780345541840_44120/0x1920/70/0.jpg,Ballantine Books,345541847,9780345541840,English,8095,For All Time,,527,9780345541840_44120,15591815,,2015,Random House Publishing Group,,Bestseller Books,a919727fb1fab1371bbc269b574a0ec9,,500
,,,Paperback,Harpercollins,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780380769544_44120/0x1920/70/0.jpg,,380769549,9780380769544,English,3987,Forbidden,400,462,9780380769544_44120,13614393,,1993,Harpercollins,,Bestseller Books,a8f28a0bfd14517c59319d20dbe2c42a,,500
,['Novoneel Chakraborty'],,Paperback,,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9788184007305_95907/0x1920/70/0.jpeg,,8184007302,9788184007305,English,439730,"Forget Me Not, Stranger",296,175,9788184007305_95907,48712754,,2016,Random House,,Bestseller Books,9238c3d82150c7607efce994cac06dce,,500
,['Mariah Stewart'],,Others,Random House,,1,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780345506115_44120/0x1920/70/0.jpg,Ballantine Books,345506111,9780345506115,English,4244,Forgotten,448,416,9780345506115_44120,10045211,,2008,CRC Press,,Bestseller Books,64363bf2debea90f954713389f761942,,182
,['Jacquelyn Frank'],,Others,Ballantine Books,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780345534910_44120/0x1920/70/0.jpg,Ballantine Books,345534913,97803512,English,8769,Forsaken,,462,9780345534910_44120,13569056,,2014,Ballantine Books,,Bestseller Books,948258f13f5eff481e7a3f06154afe62,,500
,['Danielle Steel'],,Paperback,Dell,6.86 X 0.98 X 1.25 Inch,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780440245247_44120/0x1920/70/0.jpg,Dell,440245249,9780440245247,English,1758,Friends Forever,384,462,9780440245247_44120,13614069,,2013,Dell,,Bestseller Books,5a4a0877ff2ac0610750dd1ebb7c8275,,500
,['Zoe Sugg (aka Zoella)'],,Paperback,Penguin Books Ltd,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780141364155_27830/0x1920/70/0.jpg,,141364157,9780141364155,English,6338,Girl Online,352,350,9780141364155_27830,29589323,,2015,Penguin Books Ltd,,Bestseller Books,d32179a8f84d143f78eea9847d24a4cf,,381
,['Suzanne Brockmann'],,Others,BALLANTINE BOOKS,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780345521255_44120/0x1920/70/0.jpg,Ballantine Books,345521250,9780345521255,English,8769,Headed For Trouble,,462,9780345521255_44120,13570097,,2013,BALLANTINE BOOKS,,Bestseller Books,909a4ba0efa9d8d8fbb9a138e9418336,,500
,['Maya Banks'],,Others,Ballantine Books,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780345533241_44120/0x1920/70/0.jpg,Ballantine Books,345533240,9780345533241,English,8769,Highlander Most Wanted,,462,9780345533241_44120,13570101,,2013,Ballantine Books,,Bestseller Books,8d972ae23d9c44162f707c6ab1c60086,,500
,['Katherine Garbera'],,Paperback,Harper Collins Publishers India,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9788172238735_225808/0x1920/70/0.jpg,Mills & Boon,8172238738,97881712,English,5789,His Seduction Game Plan,192,150,9788172238735_225808,49344191,,2016,Harper Collins Publishers India,,Bestseller Books,05d0c5cf2f3d81889e031d5391747f20,,500
,['Nora Roberts'],,Others,Random House Publishing Group,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780553264616_44120/0x1920/70/0.jpg,Bantam,553264613,9780553264616,English,8095,Hot Ice,,462,9780553264616_44120,13562572,,1987,Random House Publishing Group,,Bestseller Books,a9b2d502c63660effd090b11cc6f823b,,500
,['Jeffries Sabrina'],,Paperback,Pocket Books,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9781439167557_191287/0x1920/70/0.jpg,,1439167559,9781439167557,English,4754,How To Woo A Reluctant Lady,345,325,9781439167557_191287,38790281,,2011,Pocket Books,,Bestseller Books,5f5eb9d61e91586d52e1aca629de4237,,159
,['Karen Marie Moning'],,Others,RANDOM HOUSE INDIA,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780440246411_44120/0x1920/70/0.jpg,Dell,440246415,9780440246411,English,4271,Iced,,462,9780440246411_44120,13583995,,2014,RANDOM HOUSE INDIA,,Bestseller Books,5f48dc2e8632a2ec396bd9a508e2d3a8,,500
,['Kay Hooper'],,Others,Random House,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780553590500_44120/0x1920/70/0.jpg,Bantam,553590502,9780553590500,English,4244,If There Be Dragons,,416,9780553590500_44120,10045216,,2008,CRC Press,,Bestseller Books,707e1406d1fd0996e9cbcbeb85114d70,,500
,['Shiloh Walker'],,Others,RANDOM HOUSE INDIA,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780345517555_44120/0x1920/70/0.jpg,Ballantine Books,345517555,9780345517555,English,4271,If You Know Her,,462,9780345517555_44120,10051064,,2012,CRC Press,,Bestseller Books,6fd425f188fe76e5beb73f183bccf00a,,500
,['Shiloh Walker'],,Others,RHUS (RS),,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780345517548_44120/0x1920/70/0.jpg,Ballantine Books,345517547,9780345517548,English,8684,If You See Her,,462,9780345517548_44120,13570094,,2012,RHUS (RS),,Bestseller Books,90f421343f00d5c5dc4c4a760231db4c,,500
,,,Hardcover,Harpercollins,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780062085573_44120/0x1920/70/0.jpg,,62085573,9780062085573,English,3987,Ignite Me,80,1329,9780062085573_44120,13572585,,2014,Harpercollins,,Bestseller Books,7f02e1b1812bfea6241721260b567b77,,500
,['Riddhi Dedhia'],,Others,,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9789383562749_21893/0x1920/70/0.jpg,Frog Books,9383562749,97912,English,439730,In Love With A Bestselling Author,170,95,9789383562749_21893,3096306,,2014,Leadstart Publishing Pvt Ltd,,Bestseller Books,a82ed86855b6986ca7677b6f1a02470a,,
,['Kay Hooper'],,Others,Random House,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780553590555_44120/0x1920/70/0.jpg,Bantam,553590553,97812,English,4244,In Serena's Web,,462,9780553590555_44120,16172782,,2010,,,Bestseller Books,b69a75102e3b273c7861697b1614da88,,500
,['Nora Roberts'],,Paperback,Berkley Trade,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780425271582_44120/0x1920/70/0.jpg,Berkley Trade,425271587,9780425271582,English,13865,Jewels Of The Sun,368,879,9780425271582_44120,13663031,,2014,Berkley Trade,,Bestseller Books,b4eb76e40232a71881327d985c3e059b,,118
,['Iris Johansen'],,Others,Random House Publishing Group,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780553586534_44120/0x1920/70/0.jpg,Bantam,55358653,9780553586534,English,8095,Killer Dreams,,462,9780553586534_44120,13641096,,2007,Random House Publishing Group,,Bestseller Books,8897d1d15817db96da203d562b36180e,,500
,['Kay Hooper'],,Others,Random House Publishing Group,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780553590579_44120/0x1920/70/0.jpg,Bantam,55359057,9780553590579,English,8095,Larger Than Life,,416,9780553590579_44120,12577525,,2009,,,Bestseller Books,9632968e7622cb2d06dd2f12ee7cf527,,500
,['Danielle Steel'],,Others,Random House,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780440236993_44120/0x1920/70/0.jpg,Dell,440236991,9780440236993,English,4244,Leap Of Fait,256,462,9780440236993_44120,10045228,,2002,CRC Press,,Bestseller Books,a08e509b9a699d4c6286f73d0f3a457c,,175
,['Madeline Hunter'],,Others,Random House Publishing Group,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780440243946_44120/0x1920/70/0.jpg,Bantam,440243947,97812,English,8095,Lessons Of Desire,,428,9780440243946_44120,12331952,,2007,Random House Publishing Group,,Bestseller Books,cf231f871a584ce80c11d3c33040b224,,500
,['Tuhin A Sinha'],,Binding,Books,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9788129134745_20038/0x1920/70/0.jpg,,8129134748,9788129134745,English,12961,Let The Reason Be Love,220,176,9788129134745_20038,45900016,,2015,,,Bestseller Books,9e0016272a460e16ff25fcc56fe1a9ce,,500
,['Sandra Brown'],,Others,Random House Publishing Group,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780553589351_44120/0x1920/70/0.jpg,Bantam,553589350,9780553589351,English,8095,Long Time Coming,,462,9780553589351_44120,11462030,,2006,Random House Publishing Group,,Bestseller Books,85fc793bb5ba3a109d5a80b5d652242b,,500
,['Anurag Garg'],,Paperback,Ebury Press,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9788184006728_32027/0x1920/70/0.jpg,,8184006721,9788184006728,English,4760,Love . . . Not for Sale!,208,175,9788184006728_32027,23520061,,2015,Ebury Press,,Bestseller Books,79cc0a8c9037c4e83acab47a5e54785a,,500
,['Ahmed Faiyaz'],,Others,Anmol Publications,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9788129129932_20038/0x1920/70/12.jpg,,8129129930,9788129129932,English,3459,Love Life And All That Jazz...,292,295,9788129129932_20038,5251029,,2014,Lippincott Williams Wilkins,,Bestseller Books,3a1d5839940067ad8310f2c370771eec,,500
,['Ahmed Faiyaz'],,Others,Rupa Publication,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9788129129932_20040/0x1920/70/9.jpg,,8129129930,9788129129932,English,4137,Love Life And All That Jazz...,292,295,9788129129932_20040,6850612,,2014,Pan Macmillan,,Bestseller Books,8f2bd79580540572cebd8953e1a63fd6,,500
,['Iris Johansen'],,Others,Random House,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780553593464_44120/0x1920/70/0.jpg,Bantam,553593463,97812,English,4244,Magnificent Folly,,462,9780553593464_44120,13588042,,2010,Random House,,Bestseller Books,dee19461d61a18f9a2d8b00d643f95cb,,500
,['Novoneel Chakraborty'],,Paperback,Ebury Press,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9788184005967_32027/0x1920/70/0.jpg,,8184005962,9788184005967,English,4760,Marry Me Stranger,,175,9788184005967_32027,23520051,,2014,Ebury Press,,Bestseller Books,83c19ac12b84e04b49266a14c5ac6ccb,,500
,['Joan Johnston'],,Others,Dell,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780345527486_44120/0x1920/70/0.jpg,Dell,345527488,9780345527486,English,1758,Montana Bride,,462,9780345527486_44120,13569044,,2014,Dell,,Bestseller Books,45edd3cd23c1c207efe54462368e48da,,500
,['Mary Balogh'],,Others,Random House Publishing Group,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780440226017_44120/0x1920/70/0.jpg,Dell Books,440226015,9780440226017,English,8095,More Than A Mistress,,462,9780440226017_44120,12576031,,2001,,,Bestseller Books,ddf4a47f7274747cf7746d5d312b22d8,,500
,['Anne Mather'],,Paperback,Harper Collins Publishers India,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9788172238063_225808/0x1920/70/0.jpg,Mills & Boon,8172238061,97881712,English,5789,Morelli's Mistress,192,150,9788172238063_225808,49344173,,2016,Harper Collins Publishers India,,Bestseller Books,31fc1b26950349c7454f037cd70824c9,,500
,['Amanda Grange'],,Paperback,Sourcebooks,,1,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9781402236976_44120/0x1920/70/1.jpg,,1402236972,97812,English,8219,Mr. Darcy Vampyre,308,833,9781402236976_44120,13730147,,2009,Sourcebooks,,Bestseller Books,274e2b69f5b048afdc2ce209481aa16f,,372
,['Robyn Carr'],,Paperback,Ingram,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780778314523_44120/0x1920/70/0.jpg,Ingram,778314529,9780778314523,English,6994,Newcomer,360,503,9780778314523_44120,13646774,,2013,Ingram,,Bestseller Books,2d4588e38dd807ca291b65aeef605e69,,1397
,['Nicholas Sparks'],,Others,,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780751538892_20567/0x1920/70/12.jpg,,751538892,9780751538892,English,439730,Nights In Rodanthe,240,350,9780751538892_20567,2425309,,2006,TIME WARNER,,Bestseller Books,234109f0705d8a6a0efc904a835f85b1,,150
,['Iris Johansen'],,Others,Random House US,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780345539595_44120/0x1920/70/0.jpg,Bantam,345539591,97812,English,6948,No Red Roses,,462,9780345539595_44120,13569057,,2013,Random House US,,Bestseller Books,e6a944c6af9397f4437a471d8ca4368f,,500
,['Iris Johansen'],,Others,BANTAM BOOKS(PB),,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780553593440_44120/0x1920/70/0.jpg,Bantam,553593447,97812,English,8974,Notorious,,462,9780553593440_44120,10038801,,2010,CRC Press,,Bestseller Books,a4f8fd59fc95184e376fe299d398f30a,,500
,['Mariah Stewart'],,Others,Random House Publishing Group,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780345538437_44120/0x1920/70/0.jpg,Ballantine Books,345538439,9780345538437,English,8095,On Sunset Beach,,462,9780345538437_44120,13646691,,2014,Random House Publishing Group,,Bestseller Books,985b56b3225fd126a9dee1fad2f99bb6,,500
,['Danielle Steel'],,Others,Dell,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780440243335_50156/0x1920/70/0.jpg,Dell,440243335,9780440243335,English,1758,One Day At A Time,416,399,9780440243335_50156,9895206,,2010,AVON BOOKS,,Bestseller Books,48735d5c8fec6b1b1dbf70a5c08bdea2,,500
,['Charlene Sands'],,Paperback,Harper Collins Publishers India,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9789351069829_225808/0x1920/70/0.jpg,Mills & Boon,9351069826,9789351069829,English,5789,One Secret Night One Secret Baby,192,150,9789351069829_225808,48755180,,2016,Harper Collins India,,Bestseller Books,db4f75f2e9821b7e00cd7076cd0a8aa8,,500
,['Iris Johansen'],,Others,Random House,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780553593105_44120/0x1920/70/0.jpg,Bantam,553593102,9780553593105,English,4244,One Touch Of Topaz,,462,9780553593105_44120,13588043,,2009,Random House,,Bestseller Books,35d1c4fe3caa8c780e64c9d7087e0788,,500
,['Andrea Laurence'],,Paperback,Harper Collins Publishers India,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9789351068938_225808/0x1920/70/0.jpg,Harlequin,9351068935,9789351068938,English,5789,One Week With The Best Man,192,150,9789351068938_225808,44859887,,2015,Harper Collins Publishers India,Desire,Bestseller Books,1db89b4e72c6ea072767955e9cc4f5ad,,500
,,,Paperback,Harper Collins Publishers India,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780062328366_225808/0x1920/70/0.JPG,AVON,62328360,9780062328366,English,5789,Perfect Touch,384,399,9780062328366_225808,48278440,,2016,Harper Collins,,Bestseller Books,5197c6cd226f745bf53633e900948921,,500
,['Sara Shepard'],,Paperback,Harper Collins Publishers India,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780062287021_225808/0x1920/70/0.jpeg,HarperTeen,62287028,9780062287021,English,5789,Pretty Little Liars#15:Toxic,352,399,9780062287021_225808,44857970,,2015,Harper Collins Publishers India,,Bestseller Books,6c9a37ef40e6138457fc1f881edf6bba,,500
,['Kay Hooper'],,Others,RANDOM HOUSE PUBLISHERS,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780553590630_44120/0x1920/70/0.jpg,Bantam,553590634,9780553590630,English,5349,Rafferty's Wife,,462,9780553590630_44120,10038799,,2010,CRC Press,,Bestseller Books,11bbf16427def7e5f7f0545875d8688f,,500
,['Kay Hooper'],,Others,Random House,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780553590562_44120/0x1920/70/0.jpg,Bantam,553590561,9780553590562,English,4244,Rebel Waltz,,416,9780553590562_44120,14561231,,2009,Random House,,Bestseller Books,c0b0bcc96621812630995caefaa8eaa0,,500
,['Lisa Childs'],,Paperback,Harper Collins Publishers India,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9789351069492_225808/0x1920/70/0.jpg,Harlequin,9351069494,9789351069492,English,5789,Red Hot,224,150,9789351069492_225808,44859930,,2016,Harper Collins Publishers India,Blaze,Bestseller Books,4d2ac81708861ce6ecc500e3e813c90d,,500
,['Amanda Quick'],,Others,RANDOM CENTURY GROUP,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780553293258_44120/0x1920/70/0.jpg,Bantam,553293257,9780553293258,English,5835,Rendezvous,,462,9780553293258_44120,13584336,,1991,RANDOM CENTURY GROUP,,Bestseller Books,9e5961b854d250d2aaca83fe10e30a94,,500
,['Jane Feather'],,Paperback,Pocket Books,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9781439145241_191287/0x1920/70/0.jpg,,1439145245,9781439145241,English,4754,Rushed To The Altar,451,325,9781439145241_191287,38790257,,2010,Pocket Books,,Bestseller Books,6d2e8a167bd66d374aa09b95d84338b2,,218
,['Danielle Steel'],,Others,Random House,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780440237624_44120/0x1920/70/0.jpg,Dell,440237629,9780440237624,English,4244,Safe Harbour,432,462,9780440237624_44120,10045226,,2004,CRC Press,,Bestseller Books,cfb69ec19db6efd841cecf033a64cdfc,,175
,['Nicole Jordan'],,Others,Ballantine Books,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780345525314_44120/0x1920/70/0.jpg,Ballantine Books,345525310,97803512,English,8769,Secrets Of Seduction,,462,9780345525314_44120,13659945,,2014,Ballantine Books,,Bestseller Books,75271d1bb3c56a246a9bc41adb264982,,500
,['Jacquelyn Frank'],,Others,Random House,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780345517678_44120/0x1920/70/0.jpg,Ballantine Books,345517679,9780345517678,English,4244,Seduce Me In Dreams,,462,9780345517678_44120,10045344,,2011,CRC Press,,Bestseller Books,5afe25f008928885bfe11d70ca7a9dee,,500
,['Nicholas Sparks'],,Paperback,"Little, Brown Book Group",,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/U/UI/UIDNZS9I12AS9_81605/0x1920/70/0.jpg,,751550019,9780751550016,English,4239,See Me,,350,UIDNZS9I12AS9_81605,32940558,,2015,"Little, Brown Book Group",,Bestseller Books,4512c56bf55f761807e0043dfcf14dba,,500
,['Lara Adrian'],,Others,Random House,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780440245261_44120/0x1920/70/0.jpg,Dell Books,440245265,9780440245261,English,4244,Shades Of Midnight,,462,9780440245261_44120,10045655,,2009,CRC Press,,Bestseller Books,f7467a419b44cbead61f35e7b313dff9,,500
,['Julie Garwood'],,Others,Random House Publishing Group,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780345500748_44120/0x1920/70/0.jpg,Ballantine Books,345500741,9780345500748,English,8095,Shadow Music,,462,9780345500748_44120,11452953,,2008,Random House Publishing Group,,Bestseller Books,8a6f87e86d5f106304538fca6ceda617,,500
,['Nora Roberts'],,Paperback,Berkley,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780425259863_44120/0x1920/70/0.jpg,Berkley Trade,425259862,9780425259863,English,11834,Shadow Spell (Book 2),352,879,9780425259863_44120,13663053,,2014,Berkley,,Bestseller Books,104c164c85621ce68d067cc2fa183ef6,,500
,['Cynthia Eden'],,Paperback,Harper Collins Publishers India,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780062349668_225808/0x1920/70/0.JPG,Avon,6234966,9780062349668,English,5789,Shattered,384,350,9780062349668_225808,44858097,,2016,Harper Collins Publishers India,,Bestseller Books,79d761fab421650cb969dc592b9b97f2,,500
,['Luanne Rice'],,Paperback,Random House Publishing Group,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780553588552_44120/0x1920/70/1.jpg,,553588559,9780553588552,English,8095,Silver Bells,304,440,9780553588552_44120,14298487,,2005,Random House Publishing Group,,Bestseller Books,9416a6faada784bfdf30785f448fc7e0,,500
,['Mary Balogh'],,Others,Random House Publishing Group,,,,,Literature & Fiction,https://assetscdn.paytm.com/images/catalog/product/9/97/9780440241980_44120/0x1920/70/0.jpg,Dell Books,440241987,97812,English,8095,Simply Magic,,416,9780440241980_44120,15500384,,2008,Random House Publishing Group,,Bestseller Books,b32428124b415839ca0b6657cd84a4dc,,500
